const combinationprogression = [name, 'combprog0', 'combprog10', 'combprog20', 'combprog30', 'combprog31']; // progression type 1
const categoryprogression = [name, 'catprog0', 'catprog10', 'catprog20', 'catprog30', 'catprog31']; // progression type 2
const standardprogression = [name, 'stdprog0', 'stdprog10', 'stdprog20', 'stdprog30', 'stdprog31']; // progression type 3
const spellprogression = [name, 'spellprog0', 'spellprog10', 'spellprog20', 'spellprog30', 'spellprog31']; // progression type 4 ; spells and special progression
const bodydevprogression = ['bodydevprog0', 'bodydevprog10', 'bodydevprog20', 'bodydevprog30', 'bodydevprog31']; // progression type 5 ; body development progression.  This is being setup in the race setup table already, but it is used to calculate bodydev.
const ppdevprogression = ['ppdevprog0', 'ppdevprog10', 'ppdevprog20', 'ppdevprog30', 'ppdevprog31']; // progression type 6; power point development progression
const customprogression1 = [name, 'cust1prog0', 'cust1prog10', 'cust1prog20', 'cust1prog30', 'cust1prog31']; // progression type 7
const customprogression2 = [name, 'cust2prog0', 'cust2prog10', 'cust2prog20', 'cust2prog30', 'cust2prog31']; // progression type 8
const realmrelated = ['realmselect', 'realm'];  // realm could be considered a stat as it's used as one for spell list and power point development.  It's just created differently.	
const stat = ['agility', 'constitution', 'memory', 'reasoning', 'selfdiscipline', 'empathy', 'intuition', 'presence', 'quickness', 'strength'];  // these are the temporary stats (potentials are for reference only)
const statsuffixes = ['basebonus', 'racial', 'special'];  // these are preceded by ag, co, me, re, sd, em, in, pr, qu, and st:  technically 'bonus' is one as well.
const statbonuses = ['agbonus', 'cobonus', 'mebonus', 'rebonus', 'sdbonus', 'embonus', 'inbonus', 'prbonus', 'qubonus', 'stbonus'];
const configs = ['allcalc', 'statcalc', 'devpointcalc', 'skillcalc', 'levelexpcalc', 'racialcalc', 'professioncalc', 'copyob', 'variablestatbonuscalc']; // all those toggles which decide what bits should be calculated.  Allcalc just turns off or on all the rest of the toggles excluding variablestatbonuscalc.
const other = ['skillrecalc'];  //tries to force a recopy of category bonuses and stats and recalculation of skills in case something is off.
skill categories = ['cat-armor-heavy-', 'cat-armor-light-', 'cat-armor-med-', 'cat-artistic-active-', 'cat-artistic-passive-', 'cat-athletic-brawn-', 'cat-athletic-endur-', 'cat-athletic-gym-', 'cat-aware-search-', 'cat-aware-senses-',  'cat-communications-', 'cat-directed-spells-', 'cat-influence-', 'cat-lore-general-', 'cat-lore-magical-', 'cat-lore-obscure-', 'cat-lore-technical-', 'cat-ma-striking-', 'cat-ma-sweeps-', 'cat-outdoor-animal-', 'cat-outdoor-environ-', 'cat-power-awareness-', 'cat-science-basic-', 'cat-self-control-', 'cat-subterfuge-attack-', 'cat-subterfuge-mechanics-', 'cat-subterfuge-stealth-', 'cat-tech-general-', 'cat-urban-', 'cat-weapon-1hconcussion-', 'cat-weapon-1hedged-', 'cat-weapon-2handed-', 'cat-weapon-missile-', 'cat-weapon-missileartillery-', 'cat-weapon-thrown-', 'cat-weapon-polearms-', 'cat-aware-percept-', 'cat-combat-maneuvers-', 'cat-crafts-', 'cat-power-manipulation-', 'cat-science-specialized-', 'cat-special-attacks-', 'cat-tech-professional-', 'cat-tech-vocational-'] // 'cat-special-defenses-' is not on this list because it has no stats and no progression, etc.

skill category (stat1, stat2, progression)
cat-armor-heavy- (stbonus, agbonus, categoryprogression)
cat-armor-light- (agbonus, stbonus, categoryprogression)
cat-armor-med- (stbonus, agbonus, categoryprogression)
cat-artistic-active- (prbonus, embonus, categoryprogression)
cat-artistic-passive- (embonus, inbonus, categoryprogression)
cat-athletic-brawn- (stbonus, cobonus, categoryprogression)
cat-athletic-endur- (cobonus, agbonus, categoryprogression)
cat-athletic-gym- (agbonus, qubonus, categoryprogression)
cat-aware-percept- (inbonus, sdbonus, 0)
cat-aware-search- (inbonus, rebonus, categoryprogression)
cat-aware-senses- (inbonus, sdbonus, categoryprogression)
cat-combat-maneuvers- (agbonus, qubonus, 0)
cat-communications- (rebonus, mebonus, categoryprogression)
cat-crafts- (agbonus, mebonus, 0)
cat-directed-spells- (agbonus, sdbonus, categoryprogression)
cat-influence- (prbonus, embonus, categoryprogression)
cat-lore-general- (mebonus, rebonus, categoryprogression)
cat-lore-magical- (mebonus, rebonus, categoryprogression)
cat-lore-obscure- (mebonus, rebonus, categoryprogression)
cat-lore-technical- (mebonus, rebonus, categoryprogression)
cat-ma-striking- (stbonus, agbonus, categoryprogression)
cat-ma-sweeps- (agbonus, stbonus, categoryprogression)
cat-outdoor-animal- (embonus, agbonus, categoryprogression)
cat-outdoor-environ- (sdbonus, inbonus, categoryprogression)
cat-power-awareness- (embonus, inbonus, categoryprogression)
cat-power-manipulation- (embonus, inbonus, categoryprogression)
cat-science-basic- (rebonus, mebonus, categoryprogression)
cat-science-specialized- (rebonus, mebonus, 0)
cat-self-control- (sdbonus, prbonus, categoryprogression)
cat-special-attacks- (stbonus, agbonus, 0)
cat-special-defenses- (0, 0, 0)
cat-subterfuge-attack- (agbonus, sdbonus, categoryprogression)
cat-subterfuge-mechanics- (inbonus, agbonus, categoryprogression)
cat-subterfuge-stealth- (agbonus, sdbonus, categoryprogression)
cat-tech-general- (rebonus, mebonus, categoryprogression)
cat-tech-professional- (rebonus, mebonus, 0)
cat-tech-vocational- (mebonus, inbonus, 0)
cat-urban- (inbonus, prbonus, categoryprogression)
cat-weapon-1hconcussion- (stbonus, agbonus, categoryprogression)
cat-weapon-1hedged- (stbonus, agbonus, categoryprogression)
cat-weapon-2handed- (stbonus, agbonus, categoryprogression)
cat-weapon-missile- (agbonus, stbonus, categoryprogression)
cat-weapon-missileartillery- (inbonus, agbonus, categoryprogression)
cat-weapon-polearms- (stbonus, agbonus, categoryprogression)
cat-weapon-thrown- (agbonus, stbonus, categoryprogression)

skills = ['plate', 'softleather', 'rigidleather', 'chain', 'acting', 'dancing', 'mimery', 'mimicry', 'playinstrument1', 'playinstrument2', 'playinstrument3', 'poeticimprov', 'singing', 'taletelling', 'ventriloquism', 'music', 'painting', 'poetry', 'sculpting', 'athleticgamesbrawn1', 'athleticgamesbrawn2', 'athleticgamesbrawn3', 'jumping', 'powerstriking', 'powerthrowing', 'weightlifting', 'athleticgamesendur1', 'athleticgamesendur2', 'athleticgamesendur3', 'distancerunning', 'rowing', 'scaling', 'sprinting', 'swimming', 'acrobatics', 'athleticgamesgym1', 'athleticgamesgym2', 'athleticgamesgym3', 'climbing', 'contortions', 'diving', 'flyglide', 'juggling', 'polevaulting', 'rappelling', 'skating', 'skiing', 'stiltwalking', 'surfing', 'tightrope', 'tumbling', 'alertness', 'senseambush', 'detecttraps', 'lieperception', 'locatehidden', 'observation', 'poisonperception', 'readtracks', 'surveillance', 'tracking', 'directionsense', 'realityawareness', 'senseawareness1', 'sitawareness1', 'sla', 'timesense', 'awaresenses1', 'awaresenses2', 'awaresenses3', 'adrenaldeflecting', 'mountedcombat', 'quickdraw', 'reversestroke1', 'subdual', 'swashbuckling', 'tumbleevade', 'twoweaponfighting1', 'combatmaneuvers1', 'combatmaneuvers2', 'combatmaneuvers3', 'repeating_langs_languagespoken', 'repeating_langs_languagewrittenranks', 'lipreading', 'signaling', 'cooking', 'fletching', 'leathercrafts', 'metalcrafts', 'ropemastery', 'scribing', 'sewing', 'skinning', 'stonecrafts', 'trapping', 'woodcrafts', 'craft15', 'craft16', 'firebolt', 'icebolt', 'lightningbolt', 'shockbolt', 'waterbolt', 'boltattack6', 'bribery', 'diplomacy', 'duping', 'interrogation', 'leadership', 'propaganda', 'publicspeaking', 'seduction', 'trading', 'culturelore1', 'faunalore', 'floralore', 'heraldry', 'history', 'philosophy', 'regionlore1', 'religion', 'loregeneral1', 'loregeneral2', 'loregeneral3', 'artifactlore', 'circlelore', 'planarlore', 'spelllore', 'symbollore', 'undeadlore', 'wardinglore', 'demondevillore', 'dragonlore', 'faerielore', 'xenolore1', 'xenolore2', 'xenolore3', 'herblore', 'locklore', 'metallore', 'poisonlore', 'stonelore', 'tradinglore', 'boxing', 'striking1', 'striking2', 'striking3', 'striking4', 'tackling', 'blocking', 'sweeps1', 'sweeps2', 'sweeps3', 'sweeps4', 'wrestling', 'animalhandling1', 'animalhealing1', 'animalmastery', 'animaltraining1', 'driving1', 'herding1', 'riding1', 'outdooranimal1', 'outdooranimal2', 'outdooranimal3', 'caving', 'foraging', 'hunting', 'stargazing', 'survival1', 'survival2', 'survival3', 'weatherwatching', 'attunement', 'divination1', 'divination2', 'divination3', 'powerperception', 'readrunes', 'channeling', 'magicritual', 'spellmastery1', 'spellmastery2', 'spellmastery3', 'transcendarmor',  'basicmath', 'research', 'advancedmath', 'anthropology1', 'alchemy', 'astronomy', 'biochemistry', 'psychology', 'specscience1', 'specscience2', 'adrenalbalance', 'adrenalconcentration', 'adrenallanding', 'adrenalleaping', 'adrenalquickdraw', 'adrenalspeed', 'adrenalstabilization', 'adrenalstrength', 'cleansingtrance', 'controllycanthropy', 'deathtrance', 'frenzy', 'healingtrance', 'meditation', 'mnemonics', 'sleeptrance', 'stunnedmaneuvering', 'brawling', 'disarmarmedvs1h', 'disarmarmedvs2h', 'disarmarmedvspolearm', 'disarmarmedvs2wcombo', 'disarmunarmedvs1hedged', 'disarmunarmedvs2h', 'disarmunarmedvspolearm', 'disarmunarmedvs1hconcussion', 'jousting', 'adrenaldefense', 'adrenaltoughness', 'ambush', 'silentkill', 'camouflage', 'disarmingtraps', 'disguise', 'counterfeiting', 'forgery1', 'hidingitems', 'picklocks', 'settraps', 'trapbuilding', 'usepoison', 'subtermech1', 'subtermech2', 'hiding', 'pickpockets', 'stalking', 'trickery', 'begging', 'firstaid', 'gambling', 'mapping', 'operatingequipment', 'orienteering', 'sailing', 'tacticalgames', 'useprepherbs', 'advertising', 'architecture', 'diagnostics1', 'dowsing', 'engineering1', 'mechanition1', 'militaryorg1', 'mining1', 'secondaid', 'surgery', 'techprof1', 'techprof2', 'techprof3', 'administration', 'appraisal', 'boatpilot1', 'cartography', 'evalarmor', 'evalmetal', 'evalstone', 'evalweapon', 'gimmickry', 'hypnosis', 'midwifery', 'navigation', 'prepareherbs', 'preparepoisons', 'siegeengineering', 'tactics', 'techvoc1', 'techvoc2', 'contacting', 'mingling', 'scrounging', 'streetwise', 'weapon1hc1', 'weapon1hc2', 'weapon1hc3', 'weapon1he1', 'weapon1he2', 'weapon1he3', 'weapon2hand1', 'weapon2hand2', 'weapon2hand3', 'weaponmissile1', 'weaponmissile2', 'weaponmissile3', 'weaponmissileart1', 'weaponmissileart2', 'weaponmissileart3', 'weaponthrown1', 'weaponthrown2', 'weaponthrown3', 'weaponpolearm1', 'weaponpolearm2', 'weaponpolearm3', 'drafting', 'horticulture', 'service', 'repeating_skills_skillranks'];  // drafting, horticulture, service skills were apparently forgotten in the original.  that will be fixed. :)

skill (category bonus, stat1, stat2, progression)    // **dropdown** is listed below for the few skills that are setup to allow a choice in stat.  
plate (cat-armor-heavy, stbonus, stbonus, standardprogression)
softleather (cat-armor-light, agbonus, agbonus, standardprogression)
rigidleather (cat-armor-light, agbonus, agbonus, standardprogression)
chain (cat-armor-med, stbonus, stbonus, standardprogression)
acting (cat-artistic-active, agbonus, sdbonus, standardprogression)
dancing (cat-artistic-active, agbonus, agbonus, standardprogression)
mimery (cat-artistic-active, agbonus, sdbonus, standardprogression)
mimicry (cat-artistic-active, agbonus, mebonus, standardprogression)
playinstrument1 (cat-artistic-active, agbonus, agbonus, standardprogression)
playinstrument2 (cat-artistic-active, agbonus, agbonus, standardprogression)
playinstrument3 (cat-artistic-active, agbonus, agbonus, standardprogression)
poeticimprov (cat-artistic-active, agbonus, mebonus, standardprogression)
singing (cat-artistic-active, agbonus, mebonus, standardprogression)
taletelling (cat-artistic-active, agbonus, mebonus, standardprogression)
ventriloquism (cat-artistic-active, agbonus, sdbonus, standardprogression)
music (cat-artistic-passive, prbonus, prbonus, standardprogression)
painting (cat-artistic-passive, prbonus, agbonus, standardprogression)
poetry (cat-artistic-passive, prbonus, rebonus, standardprogression)
sculpting (cat-artistic-passive, prbonus, agbonus, standardprogression)
athleticgamesbrawn1 (cat-athletic-brawn, agbonus, agbonus, standardprogression)
athleticgamesbrawn2 (cat-athletic-brawn, agbonus, agbonus, standardprogression)
athleticgamesbrawn3 (cat-athletic-brawn, agbonus, agbonus, standardprogression)
jumping (cat-athletic-brawn, agbonus, agbonus, standardprogression)
powerstriking (cat-athletic-brawn, agbonus, stbonus, standardprogression)
powerthrowing (cat-athletic-brawn, agbonus, stbonus, standardprogression)
weightlifting (cat-athletic-brawn, agbonus, stbonus, standardprogression)
athleticgamesendur1 (cat-athletic-endur, stbonus, cobonus, standardprogression)
athleticgamesendur2 (cat-athletic-endur, stbonus, cobonus, standardprogression)
athleticgamesendur3 (cat-athletic-endur, stbonus, cobonus, standardprogression)
distancerunning (cat-athletic-endur, stbonus, cobonus, standardprogression)
rowing (cat-athletic-endur, stbonus, stbonus, standardprogression)
scaling (cat-athletic-endur, stbonus, stbonus, standardprogression)
sprinting (cat-athletic-endur, stbonus, qubonus, standardprogression)
swimming (cat-athletic-endur, stbonus, sdbonus, standardprogression)
acrobatics (cat-athletic-gym, agbonus, agbonus, standardprogression)
athleticgamesgym1 (cat-athletic-gym, agbonus, cobonus, standardprogression)
athleticgamesgym2 (cat-athletic-gym, agbonus, cobonus, standardprogression)
athleticgamesgym3 (cat-athletic-gym, agbonus, cobonus, standardprogression)
climbing (cat-athletic-gym, agbonus, stbonus, standardprogression)
contortions (cat-athletic-gym, agbonus, sdbonus, standardprogression)
diving (cat-athletic-gym, agbonus, agbonus, standardprogression)
flyglide (cat-athletic-gym, agbonus, inbonus, standardprogression)
juggling (cat-athletic-gym, agbonus, inbonus, standardprogression)
polevaulting (cat-athletic-gym, agbonus, agbonus, standardprogression)
rappelling (cat-athletic-gym, agbonus, stbonus, standardprogression)
skating (cat-athletic-gym, agbonus, agbonus, standardprogression)
skiing (cat-athletic-gym, agbonus, cobonus, standardprogression)
stiltwalking (cat-athletic-gym, agbonus, agbonus, standardprogression)
surfing (cat-athletic-gym, agbonus, cobonus, standardprogression)
tightrope (cat-athletic-gym, agbonus, sdbonus, standardprogression)
tumbling (cat-athletic-gym, agbonus, agbonus, standardprogression)
alertness (cat-aware-percept, inbonus, inbonus, spellprogression)
senseambush (cat-aware-percept, inbonus, embonus, spellprogression)
detecttraps (cat-aware-search, sdbonus, inbonus, standardprogression)
lieperception (cat-aware-search, sdbonus, embonus, standardprogression)
locatehidden (cat-aware-search, sdbonus, inbonus, standardprogression)
observation (cat-aware-search, sdbonus, sdbonus, standardprogression)
poisonperception (cat-aware-search, sdbonus, mebonus, standardprogression)
readtracks (cat-aware-search, sdbonus, sdbonus, standardprogression)
surveillance (cat-aware-search, sdbonus, sdbonus, standardprogression)
tracking (cat-aware-search, sdbonus, sdbonus, standardprogression)
directionsense (cat-aware-senses, inbonus, inbonus, standardprogression)
realityawareness (cat-aware-senses, inbonus, embonus, standardprogression)
senseawareness1 (cat-aware-senses, inbonus, prbonus, standardprogression)
sitawareness1 (cat-aware-senses, inbonus, inbonus, standardprogression)
sla (cat-aware-senses, inbonus, prbonus, standardprogression)
timesense (cat-aware-senses, inbonus, embonus, standardprogression)
awaresenses1 (cat-aware-senses, inbonus, **dropdown**, standardprogression)
awaresenses2 (cat-aware-senses, inbonus, **dropdown**, standardprogression)
awaresenses3 (cat-aware-senses, inbonus, **dropdown**, standardprogression)
adrenaldeflecting (cat-combat-maneuvers, sdbonus, sdbonus, combinedprogression)
mountedcombat (cat-combat-maneuvers, sdbonus, embonus, combinedprogression)
quickdraw (cat-combat-maneuvers, sdbonus, sdbonus, combinedprogression)
reversestroke1 (cat-combat-maneuvers, sdbonus, prbonus, combinedprogression)
subdual (cat-combat-maneuvers, sdbonus, sdbonus, combinedprogression)
swashbuckling (cat-combat-maneuvers, sdbonus, prbonus, combinedprogression)
tumbleevade (cat-combat-maneuvers, sdbonus, agbonus, combinedprogression)
twoweaponfighting1 (cat-combat-maneuvers, sdbonus, sdbonus, combinedprogression)
combatmaneuvers1 (cat-combat-maneuvers, sdbonus, **dropdown**, combinedprogression)
combatmaneuvers2 (cat-combat-maneuvers, sdbonus, **dropdown**, combinedprogression)
combatmaneuvers3 (cat-combat-maneuvers, sdbonus, **dropdown**, combinedprogression)
repeating_langs_languagespoken (cat-communications, embonus, embonus, standardprogression)
repeating_langs_languagewritten (cat-communications, embonus, embonus, standardprogression)
lipreading (cat-communications, embonus, sdbonus, standardprogression)
signaling (cat-communications, embonus, mebonus, standardprogression)
cooking (cat-crafts, sdbonus, inbonus, combinedprogression)
drafting (cat-crafts, sdbonus, sdbonus, combinedprogression)
fletching (cat-crafts, sdbonus, inbonus, combinedprogression)
horticulture (cat-crafts, sdbonus, embonus, combinedprogression)
leathercrafts (cat-crafts, sdbonus, sdbonus, combinedprogression)
metalcrafts (cat-crafts, sdbonus, inbonus, combinedprogression)
ropemastery (cat-crafts, sdbonus, inbonus, combinedprogression)
scribing (cat-crafts, sdbonus, sdbonus, combinedprogression)
service (cat-crafts, sdbonus, sdbonus, combinedprogression)
sewing (cat-crafts, sdbonus, inbonus, combinedprogression)
skinning (cat-crafts, sdbonus, inbonus, combinedprogression)
stonecrafts (cat-crafts, sdbonus, inbonus, combinedprogression)
trapping (cat-crafts, sdbonus, embonus, combinedprogression)
woodcrafts (cat-crafts, sdbonus, inbonus, combinedprogression)
craft15 (cat-crafts, sdbonus, **dropdown**, combinedprogression)
craft16 (cat-crafts, sdbonus, **dropdown**, combinedprogression)
firebolt (cat-directed-spells, agbonus, agbonus, standardprogression)
icebolt (cat-directed-spells, agbonus, agbonus, standardprogression)
lightningbolt (cat-directed-spells, agbonus, agbonus, standardprogression)
shockbolt (cat-directed-spells, agbonus, agbonus, standardprogression)
waterbolt (cat-directed-spells, agbonus, agbonus, standardprogression)
boltattack6 (cat-directed-spells, agbonus, **dropdown**, standardprogression)
bribery (cat-influence, inbonus, inbonus, standardprogression)
diplomacy (cat-influence, inbonus, inbonus, standardprogression)
duping (cat-influence, inbonus, inbonus, standardprogression)
interrogation (cat-influence, inbonus, sdbonus, standardprogression)
leadership (cat-influence, inbonus, prbonus, standardprogression)
propaganda (cat-influence, inbonus, rebonus, standardprogression)
publicspeaking (cat-influence, inbonus, inbonus, standardprogression)
seduction (cat-influence, inbonus, inbonus, standardprogression)
trading (cat-influence, inbonus, sdbonus, standardprogression)
culturelore1 (cat-lore-general, mebonus, mebonus, standardprogression)
faunalore (cat-lore-general, mebonus, embonus, standardprogression)
floralore (cat-lore-general, mebonus, embonus, standardprogression)
heraldry (cat-lore-general, mebonus, mebonus, standardprogression)
history (cat-lore-general, mebonus, mebonus, standardprogression)
philosophy (cat-lore-general, mebonus, inbonus, standardprogression)
regionlore1 (cat-lore-general, mebonus, mebonus, standardprogression)
religion (cat-lore-general, mebonus, mebonus, standardprogression)
loregeneral1 (cat-lore-general, mebonus, **dropdown**, standardprogression)
loregeneral2 (cat-lore-general, mebonus, **dropdown**, standardprogression)
loregeneral3 (cat-lore-general, mebonus, **dropdown**, standardprogression)
artifactlore (cat-lore-magical, mebonus, mebonus, standardprogression)
circlelore (cat-lore-magical, mebonus, mebonus, standardprogression)
planarlore (cat-lore-magical, mebonus, inbonus, standardprogression)
spelllore (cat-lore-magical, mebonus, mebonus, standardprogression)
symbollore (cat-lore-magical, mebonus, embonus, standardprogression)
undeadlore (cat-lore-magical, mebonus, mebonus, standardprogression)
wardinglore (cat-lore-magical, mebonus, mebonus, standardprogression)
demondevillore (cat-lore-obscure, mebonus, mebonus, standardprogression)
dragonlore (cat-lore-obscure, mebonus, mebonus, standardprogression)
faerielore (cat-lore-obscure, mebonus, mebonus, standardprogression)
xenolore1 (cat-lore-obscure, mebonus, mebonus, standardprogression)
xenolore2 (cat-lore-obscure, mebonus, mebonus, standardprogression)
xenolore3 (cat-lore-obscure, mebonus, mebonus, standardprogression)
herblore (cat-lore-technical, mebonus, mebonus, standardprogression)
locklore (cat-lore-technical, mebonus, mebonus, standardprogression)
metallore (cat-lore-technical, mebonus, mebonus, standardprogression)
poisonlore (cat-lore-technical, mebonus, mebonus, standardprogression)
stonelore (cat-lore-technical, mebonus, mebonus, standardprogression)
tradinglore (cat-lore-technical, mebonus, mebonus, standardprogression)
boxing (cat-ma-striking, stbonus, stbonus, standardprogression)
striking1 (cat-ma-striking, stbonus, stbonus, standardprogression)
striking2 (cat-ma-striking, stbonus, stbonus, standardprogression)
striking3 (cat-ma-striking, stbonus, sdbonus, standardprogression)
striking4 (cat-ma-striking, stbonus, sdbonus, standardprogression)
tackling (cat-ma-striking, stbonus, qubonus, standardprogression)
blocking (cat-ma-sweeps, agbonus, stbonus, standardprogression)
sweeps1 (cat-ma-sweeps, agbonus, agbonus, standardprogression)
sweeps2 (cat-ma-sweeps, agbonus, agbonus, standardprogression)
sweeps3 (cat-ma-sweeps, agbonus, sdbonus, standardprogression)
sweeps4 (cat-ma-sweeps, agbonus, sdbonus, standardprogression)
wrestling (cat-ma-sweeps, agbonus, sdbonus, standardprogression)
animalhandling1 (cat-outdoor-animal, embonus, embonus, standardprogression)
animalhealing1 (cat-outdoor-animal, embonus, embonus, standardprogression)
animalmastery (cat-outdoor-animal, embonus, prbonus, standardprogression)
animaltraining1 (cat-outdoor-animal, embonus, sdbonus, standardprogression)
driving1 (cat-outdoor-animal, embonus, inbonus, standardprogression)
herding1 (cat-outdoor-animal, embonus, embonus, standardprogression)
riding1 (cat-outdoor-animal, embonus, embonus, standardprogression)
outdooranimal1 (cat-outdoor-animal, embonus, **dropdown**, standardprogression)
outdooranimal2 (cat-outdoor-animal, embonus, **dropdown**, standardprogression)
